study,region,sample,cell_type,cell_type_clean,sample_id
Venteicher2017_Brain,Brain,MGH61,Oligodendrocyte,Oligodendrocyte,Venteicher2017_Brain::MGH61
Venteicher2017_Brain,Brain,MGH64,Malignant,Malignant,Venteicher2017_Brain::MGH64
Venteicher2017_Brain,Brain,MGH64,Macrophage,Macrophage,Venteicher2017_Brain::MGH64
Venteicher2017_Brain,Brain,MGH64,Oligodendrocyte,Oligodendrocyte,Venteicher2017_Brain::MGH64
Venteicher2017_Brain,Brain,MGH64,T_cell,T cell,Venteicher2017_Brain::MGH64
Wang2019_Brain,Brain,SF10022,Malignant,Malignant,Wang2019_Brain::SF10022
Wang2019_Brain,Brain,SF10022,Oligodendrocyte,Oligodendrocyte,Wang2019_Brain::SF10022
Wang2019_Brain,Brain,SF10022,Astrocyte,Astrocyte,Wang2019_Brain::SF10022
Wang2019_Brain,Brain,SF10022,Myeloid,Myeloid,Wang2019_Brain::SF10022
Wang2019_Brain,Brain,SF10127,Malignant,Malignant,Wang2019_Brain::SF10127
Wang2019_Brain,Brain,SF10127,Oligodendrocyte,Oligodendrocyte,Wang2019_Brain::SF10127
Wang2019_Brain,Brain,SF10127,Astrocyte,Astrocyte,Wang2019_Brain::SF10127
Wang2019_Brain,Brain,SF10127,Myeloid,Myeloid,Wang2019_Brain::SF10127
Wang2019_Brain,Brain,SF11979sn,Malignant,Malignant,Wang2019_Brain::SF11979sn
Wang2019_Brain,Brain,SF11979sn,Astrocyte,Astrocyte,Wang2019_Brain::SF11979sn
Wang2019_Brain,Brain,SF11979sn,Myeloid,Myeloid,Wang2019_Brain::SF11979sn
Wang2019_Brain,Brain,SF12090,Malignant,Malignant,Wang2019_Brain::SF12090
Wang2019_Brain,Brain,SF12090,Oligodendrocyte,Oligodendrocyte,Wang2019_Brain::SF12090
Wang2019_Brain,Brain,SF12090,Myeloid,Myeloid,Wang2019_Brain::SF12090
Wang2019_Brain,Brain,SF12090,Endothelial,Endothelial,Wang2019_Brain::SF12090
Wang2019_Brain,Brain,SF12264,Malignant,Malignant,Wang2019_Brain::SF12264
Wang2019_Brain,Brain,SF12264,Oligodendrocyte,Oligodendrocyte,Wang2019_Brain::SF12264
Wang2019_Brain,Brain,SF12264,Astrocyte,Astrocyte,Wang2019_Brain::SF12264
Wang2019_Brain,Brain,SF12264,Myeloid,Myeloid,Wang2019_Brain::SF12264
Wang2019_Brain,Brain,SF12264,Endothelial,Endothelial,Wang2019_Brain::SF12264
Wang2019_Brain,Brain,SF4297,Malignant,Malignant,Wang2019_Brain::SF4297
Wang2019_Brain,Brain,SF4297,Oligodendrocyte,Oligodendrocyte,Wang2019_Brain::SF4297
Wang2019_Brain,Brain,SF4297,Myeloid,Myeloid,Wang2019_Brain::SF4297
Wang2019_Brain,Brain,SF4297,Endothelial,Endothelial,Wang2019_Brain::SF4297
Wang2019_Brain,Brain,SF4297,Astrocyte,Astrocyte,Wang2019_Brain::SF4297
Wang2019_Brain,Brain,SF4400,Malignant,Malignant,Wang2019_Brain::SF4400
Wang2019_Brain,Brain,SF4400,Astrocyte,Astrocyte,Wang2019_Brain::SF4400
Wang2019_Brain,Brain,SF4400,Endothelial,Endothelial,Wang2019_Brain::SF4400
Wang2019_Brain,Brain,SF6996,Oligodendrocyte,Oligodendrocyte,Wang2019_Brain::SF6996
Wang2019_Brain,Brain,SF6996,Myeloid,Myeloid,Wang2019_Brain::SF6996
Wang2019_Brain,Brain,SF6996,Malignant,Malignant,Wang2019_Brain::SF6996
Wang2019_Brain,Brain,SF6996,Astrocyte,Astrocyte,Wang2019_Brain::SF6996
Wang2019_Brain,Brain,SF6996,Endothelial,Endothelial,Wang2019_Brain::SF6996
Wang2019_Brain,Brain,SF9259R,Oligodendrocyte,Oligodendrocyte,Wang2019_Brain::SF9259R
Wang2019_Brain,Brain,SF9259R,Myeloid,Myeloid,Wang2019_Brain::SF9259R
Wang2019_Brain,Brain,SF9259R,Malignant,Malignant,Wang2019_Brain::SF9259R
Wang2019_Brain,Brain,SF9259R,Astrocyte,Astrocyte,Wang2019_Brain::SF9259R
Wang2019_Brain,Brain,SF9259R,Endothelial,Endothelial,Wang2019_Brain::SF9259R
Wang2019_Brain,Brain,SF9259S,Oligodendrocyte,Oligodendrocyte,Wang2019_Brain::SF9259S
Wang2019_Brain,Brain,SF9259S,Myeloid,Myeloid,Wang2019_Brain::SF9259S
Wang2019_Brain,Brain,SF9259S,Malignant,Malignant,Wang2019_Brain::SF9259S
Yuan2018_Brain,Brain,PJ016,Malignant,Malignant,Yuan2018_Brain::PJ016
Yuan2018_Brain,Brain,PJ017,Malignant,Malignant,Yuan2018_Brain::PJ017
Yuan2018_Brain,Brain,PJ017,Myeloid,Myeloid,Yuan2018_Brain::PJ017
Yuan2018_Brain,Brain,PJ017,Endothelial,Endothelial,Yuan2018_Brain::PJ017
Yuan2018_Brain,Brain,PJ017,T_cell,T cell,Yuan2018_Brain::PJ017
Yuan2018_Brain,Brain,PJ018,Malignant,Malignant,Yuan2018_Brain::PJ018
Yuan2018_Brain,Brain,PJ018,Pericyte,Pericyte,Yuan2018_Brain::PJ018
Yuan2018_Brain,Brain,PJ018,Myeloid,Myeloid,Yuan2018_Brain::PJ018
Yuan2018_Brain,Brain,PJ018,Oligodendrocyte,Oligodendrocyte,Yuan2018_Brain::PJ018
Yuan2018_Brain,Brain,PJ025,Malignant,Malignant,Yuan2018_Brain::PJ025
Yuan2018_Brain,Brain,PJ025,Pericyte,Pericyte,Yuan2018_Brain::PJ025
Yuan2018_Brain,Brain,PJ025,Endothelial,Endothelial,Yuan2018_Brain::PJ025
Yuan2018_Brain,Brain,PJ025,Myeloid,Myeloid,Yuan2018_Brain::PJ025
Yuan2018_Brain,Brain,PJ030,Malignant,Malignant,Yuan2018_Brain::PJ030
Yuan2018_Brain,Brain,PJ030,Pericyte,Pericyte,Yuan2018_Brain::PJ030
Yuan2018_Brain,Brain,PJ030,Myeloid,Myeloid,Yuan2018_Brain::PJ030
Yuan2018_Brain,Brain,PJ030,Endothelial,Endothelial,Yuan2018_Brain::PJ030
Yuan2018_Brain,Brain,PJ030,Oligodendrocyte,Oligodendrocyte,Yuan2018_Brain::PJ030
Yuan2018_Brain,Brain,PJ032,Malignant,Malignant,Yuan2018_Brain::PJ032
Yuan2018_Brain,Brain,PJ032,Myeloid,Myeloid,Yuan2018_Brain::PJ032
Yuan2018_Brain,Brain,PJ035,Malignant,Malignant,Yuan2018_Brain::PJ035
Yuan2018_Brain,Brain,PJ035,Endothelial,Endothelial,Yuan2018_Brain::PJ035
Yuan2018_Brain,Brain,PJ035,Myeloid,Myeloid,Yuan2018_Brain::PJ035
Yuan2018_Brain,Brain,PJ048,Malignant,Malignant,Yuan2018_Brain::PJ048
Yuan2018_Brain,Brain,PJ048,Endothelial,Endothelial,Yuan2018_Brain::PJ048
Yuan2018_Brain,Brain,PJ048,Oligodendrocyte,Oligodendrocyte,Yuan2018_Brain::PJ048
Azizi2018_Breast,Breast,BC05_TUMOR1,T_cell,T cell,Azizi2018_Breast::BC05_TUMOR1
Azizi2018_Breast,Breast,BC05_TUMOR1,NK_cell,NK cell,Azizi2018_Breast::BC05_TUMOR1
Azizi2018_Breast,Breast,BC05_TUMOR1,B_cell,B cell,Azizi2018_Breast::BC05_TUMOR1
Azizi2018_Breast,Breast,BC05_TUMOR1,Macrophage,Macrophage,Azizi2018_Breast::BC05_TUMOR1
Azizi2018_Breast,Breast,BC05_TUMOR1,Monocyte,Monocyte,Azizi2018_Breast::BC05_TUMOR1
Azizi2018_Breast,Breast,BC05_TUMOR1,Neutrophil,Neutrophil,Azizi2018_Breast::BC05_TUMOR1
Azizi2018_Breast,Breast,BC05_TUMOR1,Mast,Mast,Azizi2018_Breast::BC05_TUMOR1
Azizi2018_Breast,Breast,BC05_TUMOR1,Dendritic,Dendritic,Azizi2018_Breast::BC05_TUMOR1
Azizi2018_Breast,Breast,BC05_TUMOR2,T_cell,T cell,Azizi2018_Breast::BC05_TUMOR2
Azizi2018_Breast,Breast,BC05_TUMOR2,NK_cell,NK cell,Azizi2018_Breast::BC05_TUMOR2
Azizi2018_Breast,Breast,BC05_TUMOR2,B_cell,B cell,Azizi2018_Breast::BC05_TUMOR2
Azizi2018_Breast,Breast,BC05_TUMOR2,Macrophage,Macrophage,Azizi2018_Breast::BC05_TUMOR2
Azizi2018_Breast,Breast,BC05_TUMOR2,Monocyte,Monocyte,Azizi2018_Breast::BC05_TUMOR2
Azizi2018_Breast,Breast,BC05_TUMOR2,Neutrophil,Neutrophil,Azizi2018_Breast::BC05_TUMOR2
Azizi2018_Breast,Breast,BC05_TUMOR2,Mast,Mast,Azizi2018_Breast::BC05_TUMOR2
Azizi2018_Breast,Breast,BC05_TUMOR2,Dendritic,Dendritic,Azizi2018_Breast::BC05_TUMOR2
Azizi2018_Breast,Breast,BC05_TUMOR3,T_cell,T cell,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR3,NK_cell,NK cell,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR3,B_cell,B cell,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR3,NKT_cell,NKT cell,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR3,Macrophage,Macrophage,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR3,Monocyte,Monocyte,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR3,Neutrophil,Neutrophil,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR3,Mast,Mast,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR3,Dendritic,Dendritic,Azizi2018_Breast::BC05_TUMOR3
Azizi2018_Breast,Breast,BC05_TUMOR4,T_cell,T cell,Azizi2018_Breast::BC05_TUMOR4
Azizi2018_Breast,Breast,BC05_TUMOR4,B_cell,B cell,Azizi2018_Breast::BC05_TUMOR4
Azizi2018_Breast,Breast,BC05_TUMOR4,NK_cell,NK cell,Azizi2018_Breast::BC05_TUMOR4
Azizi2018_Breast,Breast,BC05_TUMOR4,Dendritic,Dendritic,Azizi2018_Breast::BC05_TUMOR4
Azizi2018_Breast,Breast,BC05_TUMOR4,Macrophage,Macrophage,Azizi2018_Breast::BC05_TUMOR4
Azizi2018_Breast,Breast,BC05_TUMOR4,Monocyte,Monocyte,Azizi2018_Breast::BC05_TUMOR4
Azizi2018_Breast,Breast,BC05_TUMOR4,Mast,Mast,Azizi2018_Breast::BC05_TUMOR4
Azizi2018_Breast,Breast,BC05_TUMOR4,Neutrophil,Neutrophil,Azizi2018_Breast::BC05_TUMOR4
Azizi2018_Breast,Breast,BC07_NORMAL2,T_cell,T cell,Azizi2018_Breast::BC07_NORMAL2
Azizi2018_Breast,Breast,BC07_NORMAL2,NK_cell,NK cell,Azizi2018_Breast::BC07_NORMAL2
Azizi2018_Breast,Breast,BC07_NORMAL2,B_cell,B cell,Azizi2018_Breast::BC07_NORMAL2
Azizi2018_Breast,Breast,BC07_NORMAL2,Dendritic,Dendritic,Azizi2018_Breast::BC07_NORMAL2
Azizi2018_Breast,Breast,BC07_NORMAL2,Macrophage,Macrophage,Azizi2018_Breast::BC07_NORMAL2
Azizi2018_Breast,Breast,BC07_NORMAL2,Monocyte,Monocyte,Azizi2018_Breast::BC07_NORMAL2
Azizi2018_Breast,Breast,BC07_NORMAL2,Neutrophil,Neutrophil,Azizi2018_Breast::BC07_NORMAL2
Azizi2018_Breast,Breast,BC07_TUMOR2,T_cell,T cell,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR2,NK_cell,NK cell,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR2,B_cell,B cell,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR2,NKT_cell,NKT cell,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR2,Dendritic,Dendritic,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR2,Macrophage,Macrophage,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR2,Monocyte,Monocyte,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR2,Neutrophil,Neutrophil,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR2,Mast,Mast,Azizi2018_Breast::BC07_TUMOR2
Azizi2018_Breast,Breast,BC07_TUMOR3,T_cell,T cell,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC07_TUMOR3,NK_cell,NK cell,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC07_TUMOR3,B_cell,B cell,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC07_TUMOR3,NKT_cell,NKT cell,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC07_TUMOR3,Dendritic,Dendritic,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC07_TUMOR3,Macrophage,Macrophage,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC07_TUMOR3,Monocyte,Monocyte,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC07_TUMOR3,Neutrophil,Neutrophil,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC07_TUMOR3,Mast,Mast,Azizi2018_Breast::BC07_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR1,T_cell,T cell,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR1,NK_cell,NK cell,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR1,B_cell,B cell,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR1,NKT_cell,NKT cell,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR1,Dendritic,Dendritic,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR1,Macrophage,Macrophage,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR1,Monocyte,Monocyte,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR1,Neutrophil,Neutrophil,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR1,Mast,Mast,Azizi2018_Breast::BC06_TUMOR1
Azizi2018_Breast,Breast,BC06_TUMOR2,T_cell,T cell,Azizi2018_Breast::BC06_TUMOR2
Azizi2018_Breast,Breast,BC06_TUMOR2,NK_cell,NK cell,Azizi2018_Breast::BC06_TUMOR2
Azizi2018_Breast,Breast,BC06_TUMOR2,B_cell,B cell,Azizi2018_Breast::BC06_TUMOR2
Azizi2018_Breast,Breast,BC06_TUMOR2,Dendritic,Dendritic,Azizi2018_Breast::BC06_TUMOR2
Azizi2018_Breast,Breast,BC06_TUMOR2,Macrophage,Macrophage,Azizi2018_Breast::BC06_TUMOR2
Azizi2018_Breast,Breast,BC06_TUMOR2,Monocyte,Monocyte,Azizi2018_Breast::BC06_TUMOR2
Azizi2018_Breast,Breast,BC06_TUMOR2,Neutrophil,Neutrophil,Azizi2018_Breast::BC06_TUMOR2
Azizi2018_Breast,Breast,BC06_TUMOR2,Mast,Mast,Azizi2018_Breast::BC06_TUMOR2
Azizi2018_Breast,Breast,BC06_TUMOR3,T_cell,T cell,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR3,NK_cell,NK cell,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR3,B_cell,B cell,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR3,NKT_cell,NKT cell,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR3,Dendritic,Dendritic,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR3,Macrophage,Macrophage,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR3,Monocyte,Monocyte,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR3,Neutrophil,Neutrophil,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC06_TUMOR3,Mast,Mast,Azizi2018_Breast::BC06_TUMOR3
Azizi2018_Breast,Breast,BC02_LYMPHNODE1,T_cell,T cell,Azizi2018_Breast::BC02_LYMPHNODE1
Azizi2018_Breast,Breast,BC02_LYMPHNODE1,NK_cell,NK cell,Azizi2018_Breast::BC02_LYMPHNODE1
Azizi2018_Breast,Breast,BC02_LYMPHNODE1,B_cell,B cell,Azizi2018_Breast::BC02_LYMPHNODE1
Azizi2018_Breast,Breast,BC02_LYMPHNODE1,Dendritic,Dendritic,Azizi2018_Breast::BC02_LYMPHNODE1
Azizi2018_Breast,Breast,BC02_LYMPHNODE1,Neutrophil,Neutrophil,Azizi2018_Breast::BC02_LYMPHNODE1
Azizi2018_Breast,Breast,BC02_LYMPHNODE2,T_cell,T cell,Azizi2018_Breast::BC02_LYMPHNODE2
Azizi2018_Breast,Breast,BC02_LYMPHNODE2,NK_cell,NK cell,Azizi2018_Breast::BC02_LYMPHNODE2
Azizi2018_Breast,Breast,BC02_LYMPHNODE2,B_cell,B cell,Azizi2018_Breast::BC02_LYMPHNODE2
Azizi2018_Breast,Breast,BC02_LYMPHNODE2,Dendritic,Dendritic,Azizi2018_Breast::BC02_LYMPHNODE2
Azizi2018_Breast,Breast,BC02_LYMPHNODE3,T_cell,T cell,Azizi2018_Breast::BC02_LYMPHNODE3
Azizi2018_Breast,Breast,BC02_LYMPHNODE3,NK_cell,NK cell,Azizi2018_Breast::BC02_LYMPHNODE3
Azizi2018_Breast,Breast,BC02_LYMPHNODE3,B_cell,B cell,Azizi2018_Breast::BC02_LYMPHNODE3
Azizi2018_Breast,Breast,BC02_LYMPHNODE3,Dendritic,Dendritic,Azizi2018_Breast::BC02_LYMPHNODE3
Azizi2018_Breast,Breast,BC02_LYMPHNODE3,Mast,Mast,Azizi2018_Breast::BC02_LYMPHNODE3
Azizi2018_Breast,Breast,BC02_LYMPHNODE4,T_cell,T cell,Azizi2018_Breast::BC02_LYMPHNODE4
Azizi2018_Breast,Breast,BC02_LYMPHNODE4,NK_cell,NK cell,Azizi2018_Breast::BC02_LYMPHNODE4
Azizi2018_Breast,Breast,BC02_LYMPHNODE4,B_cell,B cell,Azizi2018_Breast::BC02_LYMPHNODE4
Azizi2018_Breast,Breast,BC02_LYMPHNODE4,Dendritic,Dendritic,Azizi2018_Breast::BC02_LYMPHNODE4
Azizi2018_Breast,Breast,BC02_LYMPHNODE4,Monocyte,Monocyte,Azizi2018_Breast::BC02_LYMPHNODE4
Azizi2018_Breast,Breast,BC02_LYMPHNODE4,Mast,Mast,Azizi2018_Breast::BC02_LYMPHNODE4
Azizi2018_Breast,Breast,BC02_LYMPHNODE5,T_cell,T cell,Azizi2018_Breast::BC02_LYMPHNODE5
Azizi2018_Breast,Breast,BC02_LYMPHNODE5,NK_cell,NK cell,Azizi2018_Breast::BC02_LYMPHNODE5
Azizi2018_Breast,Breast,BC02_LYMPHNODE5,B_cell,B cell,Azizi2018_Breast::BC02_LYMPHNODE5
Azizi2018_Breast,Breast,BC02_LYMPHNODE5,Dendritic,Dendritic,Azizi2018_Breast::BC02_LYMPHNODE5
Azizi2018_Breast,Breast,BC02_LYMPHNODE5,Monocyte,Monocyte,Azizi2018_Breast::BC02_LYMPHNODE5
Azizi2018_Breast,Breast,BC02_LYMPHNODE6,T_cell,T cell,Azizi2018_Breast::BC02_LYMPHNODE6
Azizi2018_Breast,Breast,BC02_LYMPHNODE6,NK_cell,NK cell,Azizi2018_Breast::BC02_LYMPHNODE6
Azizi2018_Breast,Breast,BC02_LYMPHNODE6,B_cell,B cell,Azizi2018_Breast::BC02_LYMPHNODE6
Azizi2018_Breast,Breast,BC02_LYMPHNODE6,Dendritic,Dendritic,Azizi2018_Breast::BC02_LYMPHNODE6
Azizi2018_Breast,Breast,BC02_LYMPHNODE6,Neutrophil,Neutrophil,Azizi2018_Breast::BC02_LYMPHNODE6
Azizi2018_Breast,Breast,BC02_NORMAL1,T_cell,T cell,Azizi2018_Breast::BC02_NORMAL1
Azizi2018_Breast,Breast,BC02_NORMAL1,NK_cell,NK cell,Azizi2018_Breast::BC02_NORMAL1
Azizi2018_Breast,Breast,BC02_NORMAL1,B_cell,B cell,Azizi2018_Breast::BC02_NORMAL1
Azizi2018_Breast,Breast,BC02_NORMAL1,Dendritic,Dendritic,Azizi2018_Breast::BC02_NORMAL1
Azizi2018_Breast,Breast,BC02_NORMAL1,Monocyte,Monocyte,Azizi2018_Breast::BC02_NORMAL1
Azizi2018_Breast,Breast,BC02_NORMAL1,Neutrophil,Neutrophil,Azizi2018_Breast::BC02_NORMAL1
Azizi2018_Breast,Breast,BC02_NORMAL2,T_cell,T cell,Azizi2018_Breast::BC02_NORMAL2
Azizi2018_Breast,Breast,BC02_NORMAL2,NK_cell,NK cell,Azizi2018_Breast::BC02_NORMAL2
Azizi2018_Breast,Breast,BC02_NORMAL2,B_cell,B cell,Azizi2018_Breast::BC02_NORMAL2
Azizi2018_Breast,Breast,BC02_NORMAL2,NKT_cell,NKT cell,Azizi2018_Breast::BC02_NORMAL2
Azizi2018_Breast,Breast,BC02_NORMAL2,Dendritic,Dendritic,Azizi2018_Breast::BC02_NORMAL2
Azizi2018_Breast,Breast,BC02_NORMAL2,Macrophage,Macrophage,Azizi2018_Breast::BC02_NORMAL2
Azizi2018_Breast,Breast,BC02_NORMAL2,Monocyte,Monocyte,Azizi2018_Breast::BC02_NORMAL2
Azizi2018_Breast,Breast,BC02_NORMAL2,Neutrophil,Neutrophil,Azizi2018_Breast::BC02_NORMAL2
Azizi2018_Breast,Breast,BC02_NORMAL3,T_cell,T cell,Azizi2018_Breast::BC02_NORMAL3
Azizi2018_Breast,Breast,BC02_NORMAL3,NK_cell,NK cell,Azizi2018_Breast::BC02_NORMAL3
Azizi2018_Breast,Breast,BC02_NORMAL3,B_cell,B cell,Azizi2018_Breast::BC02_NORMAL3
Azizi2018_Breast,Breast,BC02_NORMAL3,NKT_cell,NKT cell,Azizi2018_Breast::BC02_NORMAL3
Azizi2018_Breast,Breast,BC02_NORMAL3,Dendritic,Dendritic,Azizi2018_Breast::BC02_NORMAL3
Azizi2018_Breast,Breast,BC02_NORMAL3,Monocyte,Monocyte,Azizi2018_Breast::BC02_NORMAL3
Azizi2018_Breast,Breast,BC02_NORMAL3,Macrophage,Macrophage,Azizi2018_Breast::BC02_NORMAL3
Azizi2018_Breast,Breast,BC02_NORMAL3,Neutrophil,Neutrophil,Azizi2018_Breast::BC02_NORMAL3
Azizi2018_Breast,Breast,BC02_TUMOR1,T_cell,T cell,Azizi2018_Breast::BC02_TUMOR1
Azizi2018_Breast,Breast,BC02_TUMOR1,NK_cell,NK cell,Azizi2018_Breast::BC02_TUMOR1
Azizi2018_Breast,Breast,BC02_TUMOR1,B_cell,B cell,Azizi2018_Breast::BC02_TUMOR1
Azizi2018_Breast,Breast,BC02_TUMOR1,Dendritic,Dendritic,Azizi2018_Breast::BC02_TUMOR1
Azizi2018_Breast,Breast,BC02_TUMOR1,Macrophage,Macrophage,Azizi2018_Breast::BC02_TUMOR1
Azizi2018_Breast,Breast,BC02_TUMOR1,Monocyte,Monocyte,Azizi2018_Breast::BC02_TUMOR1
Azizi2018_Breast,Breast,BC02_TUMOR1,Neutrophil,Neutrophil,Azizi2018_Breast::BC02_TUMOR1
Azizi2018_Breast,Breast,BC02_TUMOR2,T_cell,T cell,Azizi2018_Breast::BC02_TUMOR2
Azizi2018_Breast,Breast,BC02_TUMOR2,NK_cell,NK cell,Azizi2018_Breast::BC02_TUMOR2
Azizi2018_Breast,Breast,BC02_TUMOR2,B_cell,B cell,Azizi2018_Breast::BC02_TUMOR2
Azizi2018_Breast,Breast,BC02_TUMOR2,Dendritic,Dendritic,Azizi2018_Breast::BC02_TUMOR2
Azizi2018_Breast,Breast,BC02_TUMOR2,Macrophage,Macrophage,Azizi2018_Breast::BC02_TUMOR2
Azizi2018_Breast,Breast,BC02_TUMOR2,Monocyte,Monocyte,Azizi2018_Breast::BC02_TUMOR2
Azizi2018_Breast,Breast,BC02_TUMOR2,Neutrophil,Neutrophil,Azizi2018_Breast::BC02_TUMOR2
Azizi2018_Breast,Breast,BC02_TUMOR2,Mast,Mast,Azizi2018_Breast::BC02_TUMOR2
Azizi2018_Breast,Breast,BC02_TUMOR3,T_cell,T cell,Azizi2018_Breast::BC02_TUMOR3
Azizi2018_Breast,Breast,BC02_TUMOR3,NK_cell,NK cell,Azizi2018_Breast::BC02_TUMOR3
Azizi2018_Breast,Breast,BC02_TUMOR3,B_cell,B cell,Azizi2018_Breast::BC02_TUMOR3
Azizi2018_Breast,Breast,BC02_TUMOR3,NKT_cell,NKT cell,Azizi2018_Breast::BC02_TUMOR3
Azizi2018_Breast,Breast,BC02_TUMOR3,Dendritic,Dendritic,Azizi2018_Breast::BC02_TUMOR3
Azizi2018_Breast,Breast,BC02_TUMOR3,Macrophage,Macrophage,Azizi2018_Breast::BC02_TUMOR3
Azizi2018_Breast,Breast,BC02_TUMOR3,Monocyte,Monocyte,Azizi2018_Breast::BC02_TUMOR3
Azizi2018_Breast,Breast,BC02_TUMOR3,Mast,Mast,Azizi2018_Breast::BC02_TUMOR3
Azizi2018_Breast,Breast,BC02_TUMOR4,T_cell,T cell,Azizi2018_Breast::BC02_TUMOR4
Azizi2018_Breast,Breast,BC02_TUMOR4,NK_cell,NK cell,Azizi2018_Breast::BC02_TUMOR4
Azizi2018_Breast,Breast,BC02_TUMOR4,B_cell,B cell,Azizi2018_Breast::BC02_TUMOR4
Azizi2018_Breast,Breast,BC02_TUMOR4,Dendritic,Dendritic,Azizi2018_Breast::BC02_TUMOR4
Azizi2018_Breast,Breast,BC02_TUMOR4,Macrophage,Macrophage,Azizi2018_Breast::BC02_TUMOR4
Azizi2018_Breast,Breast,BC02_TUMOR4,Monocyte,Monocyte,Azizi2018_Breast::BC02_TUMOR4
Azizi2018_Breast,Breast,BC04_BLOOD1,T_cell,T cell,Azizi2018_Breast::BC04_BLOOD1
Azizi2018_Breast,Breast,BC04_BLOOD1,NK_cell,NK cell,Azizi2018_Breast::BC04_BLOOD1
Azizi2018_Breast,Breast,BC04_BLOOD1,B_cell,B cell,Azizi2018_Breast::BC04_BLOOD1
Azizi2018_Breast,Breast,BC04_BLOOD1,Dendritic,Dendritic,Azizi2018_Breast::BC04_BLOOD1
Azizi2018_Breast,Breast,BC04_BLOOD1,Macrophage,Macrophage,Azizi2018_Breast::BC04_BLOOD1
Azizi2018_Breast,Breast,BC04_BLOOD1,Monocyte,Monocyte,Azizi2018_Breast::BC04_BLOOD1
Azizi2018_Breast,Breast,BC04_BLOOD1,Neutrophil,Neutrophil,Azizi2018_Breast::BC04_BLOOD1
Azizi2018_Breast,Breast,BC04_BLOOD2,T_cell,T cell,Azizi2018_Breast::BC04_BLOOD2
Azizi2018_Breast,Breast,BC04_BLOOD2,NK_cell,NK cell,Azizi2018_Breast::BC04_BLOOD2
